ref:FR:prix-carburants,brand,name,operator,branch
69220011,Fulli,Aire de Dracé,Fulli,
28240006,Netto,Netto,Groupement des Mousquetaires,
67000031,Eni,Eni,Eni,
45330002,Carrefour Market,Carrefour Market,,
11400009,Netto,Netto,Netto,
44850002,Système U,Station U,,
36500003,,Intermarché PL,,
32000005,TotalEnergies,Total,,
60170003,E.Leclerc,E. Leclerc,,
60690001,Intermarché,Intermarché,,
83400013,Total,Total Énergie,,
14123007,Total,Total,TOTAL,
5600006,Carrefour,Carrefour,Carrefour,
63150001,Auchan,Auchan,Auchan,
29150004,Intermarché,Intermarché,Groupement des Mousquetaires,
83100005,Eni,Eni,,
47430002,E.Leclerc,Station Service E. Leclerc,,
48310001,,Rossignol,,
6800029,Esso,Esso,Esso,
20260003,Vito,Vito,Vito,
74550001,Elan,Elan,,
33600009,TotalEnergies,Total,,
63540004,TotalEnergies,Total,Total,
76550001,Carrefour Market,Carrefour Market,CSF,
4510003,Avia,Avia,,
4330007,Avia,Avia,,
4200009,Avia,Avia,Avia,
4500001,Avia,Avia,,
4120004,Avia,Avia,,
13013003,Esso,Esso,Esso,
69800018,Esso,ESSO Saint-Priest Heyrieux,Esso,
17800005,Esso,Esso,Shell,
17800001,Esso,Esso,BP,
58000007,Intermarché,Intermarché,Groupement des Mousquetaires,
13850001,Intermarché,Intermarché,,
38500007,TotalEnergies,Total Access,Elf,
13007008,Eni,Eni,Eni,
42210004,Netto,Netto,Netto,
42590001,TotalEnergies,TotalEnergies,,
43210003,Intermarché,Intermarché,Intermarché,
4000001,Carrefour,Carrefour,Carrefour,
34070017,TotalEnergies,TotalEnergies,,
22420003,Carrefour Contact,Carrefour Contact,,
43000011,Avia,Avia,Avia,
6560006,Total,Total Contact,Total,
71300013,Intermarché,Intermarché,,
56340004,Intermarché,Intermarché,,
48100008,,Les Carburants de l'Aubrac,,
49680001,Avia,Avia,,
6650002,,Garage Delpy Sunnycar,,
73800003,Total,Total,total,
17210006,Avia,Avia,,
33920005,Avia,Avia,,
93400010,Total,Total Michelet,,
71480007,Avia,Avia,Avia,
77320003,Super U,Super U,Super U,
11400005,Intermarché,Intermarché,Intermarché,
36700002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
86130006,Super U,Super U,,
86360004,Total Access,Total Access,Total,
86360003,Total Access,Total Access,Total,
77000011,Total,Relais Total de l'Almont,Total,
82700002,Intermarché,Intermarché,,
6220003,,Station service d'Intermarché,Groupement des Mousquetaires,
52000008,TotalEnergies,Total,Total,
9600002,,Labatut et Compagnie SARL,Labatut et Compagnie SARL,
62910001,Carrefour,,,
11000009,Intermarché,Intermarché,,
73110003,Super U,Super U,,
71350002,Intermarché,Intermarché,,
39100012,E.Leclerc,Station Service E. Leclerc,,
41400002,TotalEnergies,Total,,
30100011,Eni,Eni,,
6400001,TotalEnergies,TotalEnergies,,
6400010,TotalEnergies,TotalEnergies,,Relais du Riou
38570005,Système U,,,
6600009,Esso Express,Esso Express,Esso,
62410001,Intermarché,Intermarché Wingles,,
63500002,Carrefour,Carrefour,,
31800007,Total,Total,Total,
85300006,Esso,Esso,,
85340001,Station U,Station U,,
21000029,Total,Total,,
13680010,Carrefour Contact,Carrefour Contact,,
24550001,,Aire C,,
68200027,Eni,Eni,,
86130008,Eni,Eni,Avia,
45520004,TotalEnergies,Total,BP,
79800008,Dyneff,Dyneff,Shell,
13450001,U Express,,,
13300008,Intermarché,Intermarché,Groupement des Mousquetaires,
49000011,Intermarché,Intermarché,Groupement des Mousquetaires,
26240002,Total,Station Total Echinard et Faure,Total,
49620001,Super U,Super U,,
24100012,Intermarché,Intermarché,,
87400004,Total,Total Contact,,
24300001,Système U,Station U,,
24270001,Total,Total Contact,,
24320002,Avia,Avia,,
49170002,Station U,Station U,,
92210009,TotalEnergies,Relais Saint-Cloud Dassault,Total Access,
17300004,Intermarché,Intermarché,,
92500012,TotalEnergies,TotalEnergies,SARL GONCALVES,Relais Rueil-Malmaison
37150002,Carrefour Market,Carrefour Market,,
41100006,TotalEnergies,Total Access - Relais du Val de Loire,Total Access,
29120004,Netto,Netto,,
13300011,Carrefour,Carrefour Market,,
57790001,Intermarché Contact,,,
29700004,TotalEnergies,TotalEnergies,TotalEnergies,
75020008,Total,Total,Total,
77340009,Costco,Costco,,
59650001,Carrefour,Carrefour,Carrefour,
51210005,TotalEnergies,Relais de Montmirail,Total,
24590002,Intermarché,Intermarché,Intermarché,
24660003,Intermarché,Intermarché,,
24490002,Intermarché,Intermarché,,
78330003,Super U,Super U,,
17240001,Total,,,
24400005,,Rieupet,,
12270002,Total,Total Contact,,
12110004,Total,Total,,
12110003,Intermarché,Intermarché,,
12560002,,Les Rebels,,
12580001,,Station service du Plateau,,
17260001,Super U,Super U,Super U,
11110008,E.Leclerc,E.Leclerc,,
67370003,E.Leclerc,E. Leclerc,,
17700004,Intermarché,Intermarché,,
33113002,Intermarché,Intermarché,Groupement des Mousquetaires,
83480007,Eni,Eni,,
32200006,Total,Total Contact,,
6450003,Carrefour Market,Carrefour Market,,
19130004,Intermarché,Intermarché,,
80000014,Netto,Netto,Les Mousquetaires,
6600012,TotalEnergies,TotalEnergies,,
68200019,Total Access,Total Access,,
49410002,,,Groupement des Mousquetaires,
68200018,Total Access,Total Access,,
6510001,Total,Total,,
68170003,Total,Total,Total,
84120009,,Station Énergie,,
9400002,Esso,Esso,,
83600030,Auchan,Auchan,,
6610002,Dyneff,,,
71100008,Esso Express,Esso Express,,
51100015,Esso Express,Esso Express,,
4210004,Independent,Ets Garcin Frères,,
91150014,Carrefour,Carrefour,,
16170001,Super U,Super U,Super U,
54540002,Carrefour,Carrefour Express,,
42120003,Super U,Super U - Perreux,,
1170005,Avia,Avia,Avia,
1150001,Carrefour,,Carrefour,
1140001,,U Express,,
16730002,Intermarché,Intermarché,,
16140002,Carrefour,Carrefour,,
79340002,Avia,Avia,La quincaillerie vasléenne,
6400005,Avia,Avia,,
49600001,Super U,Station U,,
68910002,Carrefour,Carrefour,,
27810001,Carrefour Contact,Carrefour Contact,,
47300002,Total,Station Total,Total,
65300004,Avia,Avia,Madame Ghislaine CALVET,
82200001,Total,Total,Total,
12000013,Total,,,
47000001,Total,Total essence,,
40800002,Carrefour,,,
82500004,Total,Total,,
31820001,Carrefour,Carrefour,,
66300012,Netto,,,
6340001,Renault,Renault,Renault,
93600018,Esso,Esso,,
77000014,Intermarché,,,
16300001,TotalEnergies,TotalEnergies,,
2100013,Intermarché,Intermarché,Groupement des Mousquetaires,
24120008,Intermarché,Intermarché,,
78700010,Esso,Esso,,
78700011,Esso,Esso,,
16120004,Carrefour,Carrefour Contact,,
16130002,Intermarché,Intermarché,,
43200004,Station U,,Super U,
51800004,Avia,Avia,,
26620001,Avia,Station Avia,Avia,
10230001,Avia,Avia XPress,,
24100018,Intermarché,Intermarché,Les Mousquetaires,
56100008,Intermarché,Intermarché,Les Mousquetaires,
24100016,Netto,Netto,Les Mousquetaires,
17520001,Carrefour Contact,Carrefour Contact,,
69004002,Esso Express,Esso Express,,
24440001,Intermarché,Intermarché,Groupement des Mousquetaires,
71600012,Netto,Netto,Les Mousquetaires,
42120002,Avia,Avia,Sarl Garage Mulsant,
32000002,Avia,,,
86370006,Avia,Avia,Avia,
77346001,Carrefour,Carrefour,,
28310011,Système U,Station U,,
72500006,Avia,Avia,,
59420002,Avia,Avia,,
57400007,Avia,Avia,Avia,
57070003,Avia,Avia,Avia,
72000022,Avia,,,
94542003,Avia,,Avia,
80800007,Avia,Avia,Avia,
54800004,Avia,Avia,,
13990002,Avia,Le Lutin des Alpilles,Avia,
58200003,Avia,Avia,,
89400001,Avia,Avia,,
27210010,Avia,Avia,,
28700005,Avia,Avia,,
26170002,Avia,Avia,,
84000007,Avia,Avia,,
77330002,Total,Relais Ozoir la Ferrière,Avia,
50800003,Avia,Avia,,
6230003,TotalEnergies,,,
51400003,Avia,Avia,,
49300010,Avia,Avia,,
33720006,Avia,Avia,,
43200002,Avia,Avia,,
38510004,Avia,Avia,,
58110001,Avia,Avia,,
10250001,Avia,Avia,,
94120005,Avia,,,
44150001,Avia,Station Avia Picoty,Avia,
32000008,,PétrAM.,,
19000006,Intermarché,Intermarché,,
57260003,Avia,Avia,,
95480003,TotalEnergies,TotalEnergies,Total,
67220004,Avia,Avia,,
18300006,Avia,Avia,,
42800004,Avia,Avia,Avia,
59156002,Intermarché,Intermarché,,
84110006,Avia,Avia,,
35530002,Avia,Avia,,
83440005,Intermarché,,Intermarché,
49270001,Avia,Avia,,
80560001,Intermarché,Intermarché,,
12600002,Avia,Avia,,
34110002,Avia,Avia,,
89130003,Avia,,,
69200003,Super U,Super U,Super U,
45340005,Avia,Avia,Avia,
82370004,Avia,Avia,,
59125006,Avia,Avia,,
38490013,Avia,Avia,Avia,
56120005,Avia,Avia,,
11290001,Dyneff,Dyneff,,
28350001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
17600005,Avia,Avia,,
59300016,Total Access,Total Access,,
34230002,Carrefour,Carrefour Contact,,
71450001,Avia,Avia XPress,,
25430001,Avia,Avia XPress,,
62100006,Avia,Avia,,
24120009,Avia,Avia,,
82200010,Avia,Avia,,
32000006,Intermarché,Intermarché,,
19100009,Intermarché,Intermarché,,
19130002,Carrefour,Carrefour,,
19270003,Intermarché,Intermarché Contact,,
1300004,TotalEnergies,Total,,
56370007,Intermarché,Intermarché,,
31290008,TotalEnergies,TotalEnergies,,
27930002,Carrefour,Carrefour,,
51300006,Super U,Super U,Super U,
94240004,Esso,Esso,,
60200002,,Ets Guerdin,Sarl Max Guerdin,
33502001,Total,Total,,
56700003,Total,Station Total,Total,
83120006,TotalEnergies,TotalEnergies,Total,
31230003,Intermarché,Intermarché,,
87160008,Shell,Station Shell,Shell,
26400011,Comptoir Énergie,Comptoir Énergie,Comptoir Énergie,
83550006,Esso,Esso,,
31590002,Intermarché,Intermarché,,
83630002,Intermarché,Intermarché,Groupement des Mousquetaires,
3500003,TotalEnergies,TotalEnergies,,
50320001,Super U,Super U,Super U,
50110001,TotalEnergies,TotalEnergies Access,,
67129001,Carrefour,Carrefour,,
62610004,TotalEnergies,Total,,
27370001,Total,Station Total,Total,
37150004,Total,Garage du Chateau de Chenonceaux,,
64270005,E.Leclerc,E.Leclerc Express,,
22240003,Coccinelle,Coccinelle,,
50430002,Intermarché,Intermarché,Intermarché,
55200002,Match,Match,Match,
55400003,Intermarché,Intermarché,,
55130002,Station Gigot Junker,,Gigot Junker,
55200003,Total,Total,,
55270002,Carrefour,Carrefour Express,,
55800002,Intermarché,Intermarché,,
92000019,TotalEnergies,TotalEnergies,,
92500013,TotalEnergies,TotalEnergies,,
83600010,Avia,Avia,,
52100011,Intermarché,Intermarché,,
52100014,Intermarché,Intermarché,,
74500003,U,Station U,,
15500006,,Orceyre Carburants,,
30900021,Esso,Esso,Esso,
57070005,Esso,Esso,Esso,
92000024,BP,BP,BP,
93200008,BP,BP,,
85190004,Intermarché,,Intermarché,
50370003,,Station St Christophe,,
52800002,Avia,Avia,,
52800001,Système U,Station U,,
52600002,Avia,Avia,,
52330002,Avia,Avia,,
67114001,Système U,Station U,,
56150004,Intermarché,Intermarché,,
68120002,Système U,Station U,,
68100009,Total,Total,,
68270003,Système U,Station U,,
63160002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
68390003,Avia,Avia,,
16190001,Système U,Station U,,
68550001,Auchan,Auchan,,
42370005,Eni,Eni,,
30140006,Eni,Eni,Eni,
69520001,Intermarché,Intermarché,,
71140002,Eni,Eni,,
83600026,Eni,ENI,,
30470001,Super U,Super U,,
85000004,TotalEnergies,TotalEnergies,Total,
32500001,Carrefour Market,,,
85150001,Avia,Poids-Lourds,,
68740001,Système U,Station U,,
68690001,Total,Total Contact,,
68640001,Intermarché,Intermarché,,
48230001,,Station Daude,,
51300014,Total,Total,,
31620013,E.Leclerc,Station Service E.Leclerc,,
59279004,Carrefour,Carrefour,,
67260003,,Super U,Marché U,
59300013,E.Leclerc,Station Service E. Leclerc,,
87270004,Esso Express,Esso Express,,
84570002,,Station Communale Villes-sur-Auzon,,
27230006,Total,Total,,
43220003,,Station communale de Riotord,,
14170001,TotalEnergies,TotalEnergies,Total,
67140003,,Garage Karrer,,
80160004,Elan,Elan,,
33720008,TotalEnergies,Station Total,Total,
31840001,Carrefour,Carrefour Market,,
11160002,Independent,,Commune de Villeneuve-Minervois,
94190002,Esso Express,Esso Express,,
85530001,Système U,Système U,,
6190004,Esso,Esso,Esso,
13110003,Carrefour,Carrefour,Carrefour,
57530001,Intermarché,Intermarché,Intermarché,
78390006,TotalEnergies,Total Access,Total,
95000011,BP,BP,,
67320001,Intermarché,Intermarché,Intermarché,
67430002,Super U,Super U,Super U,
87440001,Casino,Casino,,
64160001,Super U,Super U,,
85310001,Avia,Garage du Moulin Rouge,,
87500003,Total,Total Contact,Elan,
44240004,Intermarché,Intermarché,Groupement des Mousquetaires,
85600001,TotalEnergies,Total - Saint-Hilaire-de-Loulay,,
85600002,Intermarché,,,
60260002,Intermarché,Intermarché,,
17230002,Station U,Super U,,
85290010,Carrefour Contact,Carrefour Contact,,
40150002,Super U,Super U,,
13270014,,Relais des Pins,,
26780008,Shell,Shell A7 - Aire de Montélimar Ouest - Allan,,
28500001,Hyper-U,Station U Vernouillet,,
31150004,Intermarché,Station Intermarché,,
22600002,Total,Total,,
49300018,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
74302001,TotalEnergies,Station Total,Total,
54150004,Total,Total,Elan,
18520001,Intermarché,Intermarché,Intermarché,
85140001,Système U,Station U,,
85590001,Intermarché,Intermarché,,
95370008,TotalEnergies,TotalEnergies Access,,
29430002,Intermarché,Intermarché,,
29640001,,Spar,,
29410001,Système U,Station U,,
29500003,Carrefour,Carrefour Market,,
29420002,Total,Total Contact,,
26170003,Système U,Système U,,
76400009,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
58200010,,,LC Reprog,
64230004,Total,Total,,
59130001,Esso Express,Esso Express,Esso,
35500009,Total Access,Relais Total d'Erbrée,Total,
29800001,Total,Total Contact,,
29780001,Carrefour,Carrefour Market,,
30190002,,Berbon,Berbon Sarl,
41300001,,,Carrefour Market,
11500004,,Lopez et Fils,,
37220001,Super U,Super U,,
88700007,Total Contact,Total Contact,Total,
67420001,TotalEnergies,Total,,
17480003,E.Leclerc,Station Service E. Leclerc,,
51110002,Intermarché,Intermarché,,
59155007,Total Access,Total Access,Total,
80140006,BP,,,
30350002,,Carburants 7J/7,Gonzalez Jean Marc SARL,
84700006,Avia,Avia,Avia,
84100011,,,,
84470001,Esso,Esso,,
2450003,Carrefour,Carrefour,,
88200015,TotalEnergies,Total - Porte des Hautes-Vosges,Total,
29830003,Super U,Super U,,
1500008,Total,Total,,
40410005,Avia,Avia,,
79300007,TotalEnergies,TotalEnergies,,
44240011,Total Access,Relais Jonelière,,
84600003,Fage Energies,Fage Energies,Fage Energies,
56650001,Independent,Station Service,Carrefour Market,
94380003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
35480003,,,Carva SNC,
43230001,Total,Total,Total,
36210001,Système U,Station U,,
59160004,Intermarché,Intermarché,intermarché,
36400004,Intermarché,Intermarché,,
11140001,Dyneff,Station Dyneff Automate Axat,Dyneff,
57510004,DATS 24,DATS 24,,
39300004,Intermarché,Intermarché,Groupement des Mousquetaires,
33680003,,,Shopi,
28170002,,Libreco,,
17137002,Système U,Station U,,
11101001,Carrefour,Carrefour,,
30220002,Intermarché,Intermarché,Groupement des Mousquetaires,
37320008,,G20,,
37240001,Auchan,Auchan,,
17690004,Avia,Avia Xpress,,
29900005,TotalEnergies,TotalEnergies,Relais de Concarneau,
93290005,Total,Relais Total de la Croix Pigeot,,
59123001,Carrefour,Carrefour,,
42610001,Intermarché,Intermarché,,
13140002,Dyneff,Station service des Molières,,
30220001,Super U,Super U,,
85804001,Super U,Super U,Super U,
43200003,Total,Total Contact,Total,
39100011,Netto,Netto,,
92000015,BP,BP,BP,
30900015,TotalEnergies,Total,,
29540001,,Breizh Station,,
30250002,Intermarché,Intermarché,Groupement des Mousquetaires,
28800002,Elan,Elan,,
85690001,U,U Express,,
38110006,Carrefour,Carrefour,,
85160005,Système U,Système U,,
59290001,Carrefour,Station Carrefour,Carrefour,
31370001,Carrefour,Carrefour,,
37270006,Eni,Eni,,
5560002,Avia,VIA-ALTITUDE,avia,
30130010,TotalEnergies,TotalEnergies,,
86800003,E.Leclerc,Station Service E.Leclerc,,
30210007,Total,Total,,
51100045,Total Access,Total Access,Total,
84000018,TotalEnergies,Total Semard,Total,
36130004,TotalEnergies,Total Access,,
69800017,Total Access,Relais Total de Saint-Hubert,Total,
83310011,TotalEnergies,Relais Total de la Foux,Total,
92150008,BP,Esso,BP,
19130001,Huit à 8,,,
60140002,Total,Total,,
2000005,Total,,,
12290003,,,Groupement des Mousquetaires,
59161001,Auchan,Auchan,Auchan,
36100002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
2200013,Total,,,
95610008,BP,BP,BP,
91570003,BP,Station BP Chat Blanc,BP,
59400004,Esso Express,Esso Express,,
35230006,Esso Express,,,
62147006,Carrefour,Carrefour Contact,,
85300004,Intermarché,Intermarché,,
69480005,Carrefour,Carrefour,Carrefour,
66000012,Petrop,Petror,,
34800002,,Avia,,
33300005,Total Access,Total access,,
33370008,Auchan,Auchan,,
7000003,,Station Service,Agip,
65400005,Total Access,Relais d'Azun Total,,
7300003,Intermarché,Intermarché,,
53400001,Super U,Super U,,
45480002,Carrefour Contact,Carrefour Contact,,
13560002,Elan,Garage Semap,,
5300001,TotalEnergies,TotalEnergies,Total,
28160006,Intermarché,Intermarché,Groupement des Mousquetaires,
4170002,TotalEnergies,TotalEnergies,,
39570008,Intermarché,Les Mousquetaires,Intermarché,
46330001,,Proxi,,
85360001,Système U,Station U,Super U La Tranche Sur Mer,
59300011,Auchan,Auchan,,
31200023,Total Access,,Total,
63350003,Independent,Larzat Meyronne,,
26190002,Intermarché,Intermarché,,
55320001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
74960003,Esso,Esso Express,Esso,
61150001,,Station communale,,
62250007,Intermarché,Intermarché,,
71250008,Carrefour Market,Carrefour Market,Groupe Carrefour,
68140001,Total,Total,Total,
88200001,Carrefour,,Carrefour,
80800006,Intermarché,Intermarché,,
71290002,Intermarché,Intermarché,,
90100004,Avia,Avia,Garage du Stade,
54260003,Esso,Esso,,
71680002,Esso,Esso,Esso,
71150004,Eni,,,
49070009,Total Energies,TotalEnergies,,
73160003,E. Leclerc,E. Leclerc Aime-la-Plagne,,
72650001,Auchan,Auchan,Auchan,
77230009,Carrefour,Carrefour,,
77860002,,Station de Quincy,,
76870001,,,Esso,
13005012,TotalEnergies,TotalEnergies,Total,
27130003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
13500012,TotalEnergies,Relais Canto Perdrix,,
14310003,Carrefour,Carrefour,Carrefour Market,
74210002,Avia,Avia,,
69310004,TotalEnergies,TotalEnergies,Total,
76160002,Esso Express,Esso Express,Esso,
86390002,Gulf,Gulf,,
13004005,TotalEnergies,TotalEnergies,,
69310003,Esso Express,Esso Express,Esso,
75016022,Esso,Esso Paris Paul Doumer,,
13120008,TotalEnergies,TotalEnergies,,
13005013,TotalEnergies,TotalEnergies,Total,
58470003,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
74570012,Avia,Avia,,
26290008,Super U,Super U,,
8400002,Esso Express,Esso Express,Esso Express,
67160003,Carrefour,Carrefour,,
28630001,,,Groupement des Mousquetaires,
62530001,Intermarché,Intermarché,,
13011018,Intermarché,Intermarché,,
50000007,,Bazin Bariteaud,,
57130004,TotalEnergies,TotalEnergies,,
